0.52406,0.39377,0.39378,0.34555,0.47608,0.37109,0.3711,0.32416,0.35767,0.37104,0.29497,0.30288,0.24855,0.25785,0.20498,0.22163,0.21813,0.22525,0.21049,0.22165
-7.0542e-05,-5.3004e-05,-5.3005e-05,0.21817,-7.0542e-05,-4.6525e-05,-4.6526e-05,0.2253,0.24862,0.25792,0.20504,0.27611,0.35773,0.3711,0.29501,0.33505,0.21815,0.22528,0.21051,0.22167
-7.0542e-05,0.24862,0.35773,0.21815,-7.0542e-05,0.25792,0.3711,0.22528,-5.3004e-05,-4.6525e-05,0.29501,0.21051,-5.3005e-05,-4.6526e-05,0.20504,0.22167,0.21817,0.2253,0.27611,0.33505
0.47608,0.35767,0.24855,0.21813,0.52406,0.37104,0.25785,0.22525,0.39377,0.37109,0.20498,0.21049,0.39378,0.3711,0.29497,0.22165,0.34555,0.32416,0.30288,0.22163
0.50819,0.36046,0.36046,0.29245,0.49181,0.35294,0.35294,0.28571,0.34884,0.35294,0.27273,0.28571,0.28409,0.29412,0.22727,0.23809,0.23585,0.23809,0.2381,0.2381
0.0001,0.0001,0.0001,0.23585,0.0001,0.0001,0.0001,0.2381,0.2907,0.29412,0.22728,0.2381,0.34091,0.35294,0.27273,0.28571,0.23585,0.2381,0.2381,0.2381
0.0001,0.2907,0.34884,0.23585,0.0001,0.29412,0.35294,0.2381,0.0001,0.0001,0.27273,0.2381,0.0001,0.0001,0.22728,0.2381,0.23585,0.2381,0.2381,0.28571
0.49181,0.34884,0.2907,0.23585,0.50819,0.35294,0.29412,0.23809,0.36046,0.35294,0.22727,0.2381,0.375,0.35294,0.27273,0.2381,0.29245,0.28571,0.28571,0.23809
0.5,0.42857,0.375,0.33333,0.5,0.42857,0.375,0.33333,0.42857,0.42857,0.33333,0.33333,0.375,0.375,0.3,0.3,0.33333,0.33333,0.33333,0.3
0,0,0,0.11111,0,0,0,0.11111,0.14286,0.14286,0.11111,0.11111,0.25,0.25,0.2,0.2,0.22222,0.22222,0.22222,0.2
0,0.14286,0.25,0.22222,0,0.14286,0.25,0.22222,0,0,0.22222,0.22222,0,0,0.2,0.2,0.11111,0.11111,0.11111,0.2
0.5,0.42857,0.375,0.33333,0.5,0.42857,0.375,0.33333,0.42857,0.42857,0.33333,0.33333,0.375,0.375,0.3,0.3,0.33333,0.33333,0.33333,0.3
