8.5617,3.7362,4.2728,9.1489,3.2889,3.9248,4.5586,4.1812,18.057,7.5553,4.3202,5.1757,3.1409,38.852,6.2655,9.3615,7.5157,10.24,12.585,3.808
3.2932,4.5667,3.9451,4.3491,4.0683,3.8853,2.2525,2.9067,2.7926,3.0783,8.9768,9.852,3.814,5.316,6.487,4.9902,3.3637,10.258,2.0121,4.429
3.9493,6.2532,4.3215,3.3465,4.0589,4.0845,3.8311,3.6582,6.4532,4.8111,4.6491,11.467,4.2129,3.3744,6.6664,4.517,4.3146,4.7393,4.5525,5.0323
6.6536,2.2944,4.5002,4.4956,7.1955,6.2843,16.43,3.7973,3.8232,12.585,3.9584,15.658,3.3324,2.7967,1.5598,3.3733,11.534,2.1308,3.6868,2.375
5.5081,4.6372,9.6968,4.8537,3.4354,13.15,15.26,7.8045,10.674,4.2994,5.3567,8.4047,5.5755,4.0275,4.3731,1.4481,7.1102,22.157,21.884,19.751
2.9084,2.6475,3.5533,5.6058,3.5326,4.7542,3.6445,4.3014,3.0294,3.6048,3.1957,4.4378,3.3204,6.1349,4.0012,2.5951,3.1636,2.5519,6.1993,7.3859
3.1602,3.7763,5.9903,5.7683,6.8123,6.6589,6.0786,7.241,6.281,4.3379,3.8973,6.3636,5.0045,4.8931,8.9711,9.0283,13.911,6.0132,4.2305,6.2218
8.7936,6.9953,3.629,5.8294,5.8981,2.815,4.1187,7.1362,3.0559,4.3828,3.7415,3.8596,3.3162,14.298,3.6059,4.2504,5.022,2.9254,5.6177,4.2388
3.2269,12.944,2.8194,29.003,6.8939,22.204,4.4438,3.3629,6.1703,5.803,2.9359,5.79,6.3733,7.1079,9.4761,3.6474,4.3595,17.522,3.2663,5.7261
5.9349,5.2902,26.785,13.387,5.1016,6.788,5.2721,12.937,4.2296,22.936,7.6076,10.263,6.4526,10.997,3.9132,6.2915,9.6658,5.1182,11.643,5.9212
7.9407,13.066,8.887,7.1534,10.605,10.268,7.371,9.3269,9.4171,9.1804,23.955,20.327,14.603,10.884,8.6168,18.988,8.8054,5.967,22.632,7.9825
3.7516,4.7806,6.5921,5.6945,3.3857,5.9791,5.6782,5.281,4.5424,4.727,24.729,4.7442,4.7504,4.432,3.0661,7.4334,3.8509,9.483,3.292,3.3696
4.5207,5.9643,6.6829,5.0755,5.2112,3.311,4.2657,3.5294,5.9991,7.4138,10.611,8.3421,12.478,2.9631,5.3266,6.2248,5.5795,4.6066,6.6685,3.141
5.1933,6.1553,8.5422,6.5159,5.6909,4.497,4.5647,4.6925,8.7706,4.238,4.0338,10.934,4.2046,13.71,8.6307,15.115,4.3381,5.5706,3.9906,4.5907
2.6891,11.217,5.202,14.803,3.7952,11.577,4.4341,4.0004,5.3874,8.8452,2.892,6.4476,6.4385,8.1337,4.5039,8.3132,4.4486,7.3504,6.1895,5.2762
4.0971,16.026,2.8593,8.7948,11.265,10.088,14.09,4.1853,10.217,3.8527,4.955,10.683,6.6692,4.4875,7.4921,5.315,4.2938,3.5233,5.6605,4.9495
10.856,5.2772,9.8674,9.8081,7.4838,8.417,7.4472,5.0302,12.334,8.2392,16.078,9.4204,8.1308,7.3419,7.0938,7.3145,4.4006,10.226,14.749,6.8183
5.6194,1.4915,8.217,5.2534,5.2276,7.1698,6.6453,12.499,5.6673,5.2875,7.0707,3.4955,5.6106,18.141,7.2535,8.2692,8.0207,4.987,5.8911,4.4657
3.8559,14.853,3.3585,3.4969,12.796,9.1166,5.4122,3.3115,11.825,9.1718,5.8923,6.1051,4.3426,2.4434,5.9726,3.8254,2.5263,3.2654,9.8749,8.7118
4.1101,4.001,4.7657,3.8442,5.8756,4.0533,4.2551,4.5717,3.9857,4.3995,7.0544,4.6687,5.3495,4.5543,5.9505,4.6127,9.0783,6.6103,3.8616,5.2759
2.6044,2.1434,2.2255,4.697,2.3379,3.3481,4.1993,1.8311,2.4951,3.7925,1.666,2.2073,2.6583,2.264,2.8089,4.4365,2.8398,2.2347,2.2932,2.3532
