0.16655,0.18282,0.2623,-8.2013e-05,0.081358,0.11756,0.083401,0.084778,0.11582,0.1802,0.075596,0.11086,0.090833,0.11582,0.16656,0.077944,0.080328,0.085573,0.2141,0.18603
0.83375,0.40861,0.32789,-9.8416e-05,0.32809,0.14698,0.45833,0.106,0.44213,0.22526,0.38679,0.4446,0.45461,0.44213,0.47294,0.27843,0.30657,0.32659,0.23732,0.23255
-0.0001504,0.40866,0.40988,-0.00011482,0.26246,0.7356,0.45833,0.40461,0.44213,0.22526,0.26879,0.44464,0.45461,0.44213,0.36058,0.27843,0.30657,0.32659,0.31127,0.29071
-0.0001504,-8.7122e-05,-6.0492e-05,1.0003,0.32809,-0.00013269,-6.7912e-05,0.40461,-7.9763e-05,0.36928,0.26882,-9.4794e-05,-6.2536e-05,-7.9763e-05,-7.0965e-05,0.36519,0.30654,0.26126,0.23732,0.29071
0.16666,0.16666,0.26229,0.0001,0.093263,0.11764,0.076915,0.067792,0.090902,0.19753,0.10112,0.14089,0.090905,0.090902,0.16666,0.078621,0.062497,0.066663,0.21875,0.18605
0.83334,0.41667,0.32787,0.0001,0.32383,0.14706,0.46154,0.084742,0.45455,0.24691,0.33708,0.42955,0.45455,0.45455,0.41667,0.30713,0.3125,0.33333,0.26042,0.23256
0.0001,0.41667,0.40984,0.0001,0.25907,0.7353,0.46154,0.42373,0.45455,0.24691,0.2809,0.42956,0.45455,0.45455,0.41667,0.30713,0.3125,0.33333,0.26042,0.2907
0.0001,0.0001,0.0001,1,0.32383,0.0001,0.0001,0.42373,0.0001,0.30864,0.2809,0.0001,0.0001,0.0001,0.0001,0.30713,0.3125,0.26667,0.26042,0.2907
0.75,0.5,0.5,0.54545,0.5,0.5,0.42857,0.42857,0.42857,0.6,0.41379,0.52174,0.42857,0.42857,0.5,0.3,0.54545,0.5,0.42857,0.42857
0.25,0.33333,0.33333,0.27273,0.125,0.33333,0.28571,0.28571,0.28571,0.2,0.27586,0.34783,0.28571,0.28571,0.16667,0.2,0.27273,0.25,0.28571,0.28571
0,0.16667,0.16667,0,0.25,0.16667,0.28571,0.14286,0.28571,0,0.2069,0.13043,0.28571,0.28571,0.33333,0.2,0,0,0.14286,0.14286
0,0,0,0.18182,0.125,0,0,0.14286,0,0.2,0.10345,0,0,0,0,0.3,0.18182,0.25,0.14286,0.14286
